#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-4436a	0.00	hsa-mir-4436a	0.00	0	0
hsa-miR-4436b-3p	0.00	hsa-mir-4436b-1	0.00	0	0
hsa-miR-4436b-5p	0.00	hsa-mir-4436b-1	0.00	0	0
hsa-miR-4436b-3p	0.00	hsa-mir-4436b-2	0.00	0	0
hsa-miR-4436b-5p	0.00	hsa-mir-4436b-2	0.00	0	0
hsa-miR-4437	0.00	hsa-mir-4437	0.00	0	0
hsa-miR-4438	0.00	hsa-mir-4438	0.00	0	0
hsa-miR-4439	0.00	hsa-mir-4439	0.00	0	0
hsa-miR-4440	0.00	hsa-mir-4440	0.00	0	0
hsa-miR-4441	0.00	hsa-mir-4441	0.00	0	0
hsa-miR-4442	0.00	hsa-mir-4442	0.00	0	0
hsa-miR-4443	0.00	hsa-mir-4443	0.00	0	0
hsa-miR-4444	0.00	hsa-mir-4444-1	0.00	0	0
hsa-miR-4444	0.00	hsa-mir-4444-2	0.00	0	0
hsa-miR-4445-3p	0.00	hsa-mir-4445	0.00	0	0
hsa-miR-4445-5p	0.00	hsa-mir-4445	0.00	0	0
hsa-miR-4446-5p	0.00	hsa-mir-4446	0.00	0	0
hsa-miR-4446-3p	0.00	hsa-mir-4446	0.00	0	0
hsa-miR-4447	0.00	hsa-mir-4447	0.00	0	0
hsa-miR-4448	0.00	hsa-mir-4448	0.00	0	0
hsa-miR-4449	0.00	hsa-mir-4449	0.00	0	0
hsa-miR-4450	0.00	hsa-mir-4450	0.00	0	0
hsa-miR-4451	0.00	hsa-mir-4451	0.00	0	0
hsa-miR-4452	0.00	hsa-mir-4452	0.00	0	0
hsa-miR-4453	0.00	hsa-mir-4453	0.00	0	0
hsa-miR-4454	0.00	hsa-mir-4454	0.00	0	0
hsa-miR-4455	0.00	hsa-mir-4455	0.00	0	0
hsa-miR-4456	0.00	hsa-mir-4456	0.00	0	0
hsa-miR-4457	0.00	hsa-mir-4457	0.00	0	0
hsa-miR-4458	0.00	hsa-mir-4458	0.00	0	0
hsa-miR-4460	0.00	hsa-mir-4460	0.00	0	0
hsa-miR-4462	0.00	hsa-mir-4462	0.00	0	0
hsa-miR-4463	0.00	hsa-mir-4463	0.00	0	0
hsa-miR-4464	0.00	hsa-mir-4464	0.00	0	0
hsa-miR-4465	0.00	hsa-mir-4465	0.00	0	0
hsa-miR-4466	0.00	hsa-mir-4466	0.00	0	0
hsa-miR-4467	0.00	hsa-mir-4467	0.00	0	0
hsa-miR-4468	0.00	hsa-mir-4468	0.00	0	0
hsa-miR-4469	0.00	hsa-mir-4469	0.00	0	0
hsa-miR-4470	0.00	hsa-mir-4470	0.00	0	0
hsa-miR-4471	0.00	hsa-mir-4471	0.00	0	0
hsa-miR-4472	0.00	hsa-mir-4472-1	0.00	0	0
hsa-miR-4472	0.00	hsa-mir-4472-2	0.00	0	0
hsa-miR-4473	0.00	hsa-mir-4473	0.00	0	0
hsa-miR-4474-3p	0.00	hsa-mir-4474	0.00	0	0
hsa-miR-4474-5p	0.00	hsa-mir-4474	0.00	0	0
hsa-miR-4475	0.00	hsa-mir-4475	0.00	0	0
hsa-miR-4476	0.00	hsa-mir-4476	0.00	0	0
hsa-miR-4477a	0.00	hsa-mir-4477a	0.00	0	0
hsa-miR-4477b	0.00	hsa-mir-4477b	0.00	0	0
hsa-miR-4478	0.00	hsa-mir-4478	0.00	0	0
hsa-miR-4479	0.00	hsa-mir-4479	0.00	0	0
hsa-miR-448	0.00	hsa-mir-448	0.00	0	0
hsa-miR-4480	0.00	hsa-mir-4480	0.00	0	0
hsa-miR-4481	0.00	hsa-mir-4481	0.00	0	0
hsa-miR-4482-3p	0.00	hsa-mir-4482	0.00	0	0
hsa-miR-4483	0.00	hsa-mir-4483	0.00	0	0
hsa-miR-4484	0.00	hsa-mir-4484	0.00	0	0
hsa-miR-4485-5p	0.00	hsa-mir-4485	0.00	0	0
hsa-miR-4485-3p	0.00	hsa-mir-4485	0.00	0	0
hsa-miR-4486	0.00	hsa-mir-4486	0.00	0	0
hsa-miR-4487	0.00	hsa-mir-4487	0.00	0	0
hsa-miR-4487	0.00	hsa-mir-4487	0.00	0	0
hsa-miR-4488	0.00	hsa-mir-4488	0.00	0	0
hsa-miR-4489	0.00	hsa-mir-4489	0.00	0	0
hsa-miR-4490	0.00	hsa-mir-4490	0.00	0	0
hsa-miR-4491	0.00	hsa-mir-4491	0.00	0	0
hsa-miR-4492	0.00	hsa-mir-4492	0.00	0	0
hsa-miR-4493	0.00	hsa-mir-4493	0.00	0	0
hsa-miR-4494	0.00	hsa-mir-4494	0.00	0	0
hsa-miR-4495	0.00	hsa-mir-4495	0.00	0	0
hsa-miR-4496	0.00	hsa-mir-4496	0.00	0	0
hsa-miR-4497	0.00	hsa-mir-4497	0.00	0	0
hsa-miR-4498	0.00	hsa-mir-4498	0.00	0	0
hsa-miR-4499	0.00	hsa-mir-4499	0.00	0	0
hsa-miR-449a	0.00	hsa-mir-449a	0.00	0	0
hsa-miR-449b-3p	0.00	hsa-mir-449b	0.00	0	0
hsa-miR-449b-5p	0.00	hsa-mir-449b	0.00	0	0
hsa-miR-449c-5p	0.00	hsa-mir-449c	0.00	0	0
hsa-miR-449c-3p	0.00	hsa-mir-449c	0.00	0	0
hsa-miR-4500	0.00	hsa-mir-4500	0.00	0	0
hsa-miR-4501	0.00	hsa-mir-4501	0.00	0	0
hsa-miR-4502	0.00	hsa-mir-4502	0.00	0	0
hsa-miR-4503	0.00	hsa-mir-4503	0.00	0	0
hsa-miR-4504	0.00	hsa-mir-4504	0.00	0	0
hsa-miR-4505	0.00	hsa-mir-4505	0.00	0	0
hsa-miR-4506	0.00	hsa-mir-4506	0.00	0	0
hsa-miR-4507	0.00	hsa-mir-4507	0.00	0	0
hsa-miR-4508	0.00	hsa-mir-4508	0.00	0	0
hsa-miR-4509	0.00	hsa-mir-4509-1	0.00	0	0
hsa-miR-4509	0.00	hsa-mir-4509-2	0.00	0	0
hsa-miR-4509	0.00	hsa-mir-4509-3	0.00	0	0
hsa-miR-450a-1-3p	0.00	hsa-mir-450a-1	0.00	0	0
hsa-miR-450a-5p	0.00	hsa-mir-450a-1	0.00	0	0
hsa-miR-450a-2-3p	0.00	hsa-mir-450a-2	0.00	0	0
hsa-miR-450a-5p	0.00	hsa-mir-450a-2	0.00	0	0
hsa-miR-450b-3p	0.00	hsa-mir-450b	0.00	0	0
hsa-miR-450b-5p	0.00	hsa-mir-450b	0.00	0	0
hsa-miR-4510	0.00	hsa-mir-4510	0.00	0	0
hsa-miR-4511	0.00	hsa-mir-4511	0.00	0	0
hsa-miR-4512	0.00	hsa-mir-4512	0.00	0	0
hsa-miR-4513	0.00	hsa-mir-4513	0.00	0	0
hsa-miR-4514	0.00	hsa-mir-4514	0.00	0	0
hsa-miR-4515	0.00	hsa-mir-4515	0.00	0	0
hsa-miR-4516	0.00	hsa-mir-4516	0.00	0	0
hsa-miR-4517	0.00	hsa-mir-4517	0.00	0	0
hsa-miR-4518	0.00	hsa-mir-4518	0.00	0	0
hsa-miR-4519	0.00	hsa-mir-4519	0.00	0	0
hsa-miR-451a	170.00	hsa-mir-451a	170.00	170.00	5547.76
hsa-miR-451b	0.00	hsa-mir-451b	0.00	0	0
hsa-miR-452-5p	2.00	hsa-mir-452	2.00	2.00	65.27
hsa-miR-452-3p	0.00	hsa-mir-452	0.00	0	0
hsa-miR-4520-5p	0.00	hsa-mir-4520-1	0.00	0	0
hsa-miR-4520-3p	0.00	hsa-mir-4520-1	0.00	0	0
hsa-miR-4520-5p	0.00	hsa-mir-4520-2	0.00	0	0
hsa-miR-4520-2-3p	0.00	hsa-mir-4520-2	0.00	0	0
hsa-miR-4521	0.00	hsa-mir-4521	0.00	0	0
hsa-miR-4522	0.00	hsa-mir-4522	0.00	0	0
hsa-miR-4523	0.00	hsa-mir-4523	0.00	0	0
hsa-miR-4524a-5p	0.00	hsa-mir-4524a	0.00	0	0
hsa-miR-4524a-3p	0.00	hsa-mir-4524a	0.00	0	0
hsa-miR-4524b-5p	0.00	hsa-mir-4524b	0.00	0	0
hsa-miR-4524b-3p	0.00	hsa-mir-4524b	0.00	0	0
hsa-miR-4525	0.00	hsa-mir-4525	0.00	0	0
hsa-miR-4526	0.00	hsa-mir-4526	0.00	0	0
hsa-miR-4527	0.00	hsa-mir-4527	0.00	0	0
hsa-miR-4528	0.00	hsa-mir-4528	0.00	0	0
hsa-miR-4529-5p	0.00	hsa-mir-4529	0.00	0	0
hsa-miR-4529-3p	0.00	hsa-mir-4529	0.00	0	0
hsa-miR-4530	0.00	hsa-mir-4530	0.00	0	0
hsa-miR-4531	0.00	hsa-mir-4531	0.00	0	0
hsa-miR-4533	0.00	hsa-mir-4533	0.00	0	0
hsa-miR-4534	0.00	hsa-mir-4534	0.00	0	0
hsa-miR-4535	0.00	hsa-mir-4535	0.00	0	0
hsa-miR-4536-5p	0.00	hsa-mir-4536-1	0.00	0	0
hsa-miR-4536-3p	0.00	hsa-mir-4536-1	0.00	0	0
hsa-miR-4536-5p	0.00	hsa-mir-4536-2	0.00	0	0
hsa-miR-4536-3p	0.00	hsa-mir-4536-2	0.00	0	0
hsa-miR-4537	0.00	hsa-mir-4537	0.00	0	0
hsa-miR-4538	0.00	hsa-mir-4538	0.00	0	0
hsa-miR-4539	0.00	hsa-mir-4539	0.00	0	0
hsa-miR-454-5p	0.00	hsa-mir-454	0.00	0	0
hsa-miR-454-3p	3.00	hsa-mir-454	3.00	3.00	97.90
hsa-miR-4540	0.00	hsa-mir-4540	0.00	0	0
hsa-miR-455-3p	0.00	hsa-mir-455	0.00	0	0
hsa-miR-455-5p	8.00	hsa-mir-455	8.00	8.00	261.07
hsa-miR-4632-5p	0.00	hsa-mir-4632	0.00	0	0
hsa-miR-4632-3p	0.00	hsa-mir-4632	0.00	0	0
hsa-miR-4633-3p	0.00	hsa-mir-4633	0.00	0	0
hsa-miR-4633-5p	0.00	hsa-mir-4633	0.00	0	0
hsa-miR-4634	0.00	hsa-mir-4634	0.00	0	0
hsa-miR-4635	0.00	hsa-mir-4635	0.00	0	0
hsa-miR-4636	0.00	hsa-mir-4636	0.00	0	0
hsa-miR-4637	0.00	hsa-mir-4637	0.00	0	0
hsa-miR-4638-5p	0.00	hsa-mir-4638	0.00	0	0
hsa-miR-4638-3p	0.00	hsa-mir-4638	0.00	0	0
hsa-miR-4639-5p	0.00	hsa-mir-4639	0.00	0	0
hsa-miR-4639-3p	0.00	hsa-mir-4639	0.00	0	0
hsa-miR-4640-3p	0.00	hsa-mir-4640	0.00	0	0
hsa-miR-4640-5p	0.00	hsa-mir-4640	0.00	0	0
hsa-miR-4641	0.00	hsa-mir-4641	0.00	0	0
hsa-miR-4642	0.00	hsa-mir-4642	0.00	0	0
hsa-miR-4643	0.00	hsa-mir-4643	0.00	0	0
hsa-miR-4644	0.00	hsa-mir-4644	0.00	0	0
hsa-miR-4645-5p	0.00	hsa-mir-4645	0.00	0	0
hsa-miR-4645-3p	0.00	hsa-mir-4645	0.00	0	0
hsa-miR-4646-5p	0.00	hsa-mir-4646	0.00	0	0
hsa-miR-4646-3p	0.00	hsa-mir-4646	0.00	0	0
hsa-miR-4647	0.00	hsa-mir-4647	0.00	0	0
hsa-miR-4648	0.00	hsa-mir-4648	0.00	0	0
hsa-miR-4649-5p	0.00	hsa-mir-4649	0.00	0	0
hsa-miR-4649-3p	0.00	hsa-mir-4649	0.00	0	0
hsa-miR-4650-3p	0.00	hsa-mir-4650-1	0.00	0	0
hsa-miR-4650-5p	0.00	hsa-mir-4650-1	0.00	0	0
hsa-miR-4650-3p	0.00	hsa-mir-4650-2	0.00	0	0
hsa-miR-4650-5p	0.00	hsa-mir-4650-2	0.00	0	0
hsa-miR-4651	0.00	hsa-mir-4651	0.00	0	0
hsa-miR-4652-3p	0.00	hsa-mir-4652	0.00	0	0
hsa-miR-4652-5p	0.00	hsa-mir-4652	0.00	0	0
hsa-miR-4653-3p	0.00	hsa-mir-4653	0.00	0	0
hsa-miR-4653-5p	0.00	hsa-mir-4653	0.00	0	0
hsa-miR-4654	0.00	hsa-mir-4654	0.00	0	0
hsa-miR-4655-3p	0.00	hsa-mir-4655	0.00	0	0
hsa-miR-4655-5p	0.00	hsa-mir-4655	0.00	0	0
hsa-miR-4656	0.00	hsa-mir-4656	0.00	0	0
hsa-miR-4657	0.00	hsa-mir-4657	0.00	0	0
hsa-miR-4658	0.00	hsa-mir-4658	0.00	0	0
hsa-miR-4659a-3p	0.00	hsa-mir-4659a	0.00	0	0
hsa-miR-4659a-5p	0.00	hsa-mir-4659a	0.00	0	0
hsa-miR-4659b-3p	0.00	hsa-mir-4659b	0.00	0	0
hsa-miR-4659b-5p	0.00	hsa-mir-4659b	0.00	0	0
hsa-miR-466	0.00	hsa-mir-466	0.00	0	0
hsa-miR-4660	0.00	hsa-mir-4660	0.00	0	0
hsa-miR-4661-3p	0.00	hsa-mir-4661	0.00	0	0
hsa-miR-4661-5p	0.00	hsa-mir-4661	0.00	0	0
hsa-miR-4662a-5p	0.00	hsa-mir-4662a	0.00	0	0
hsa-miR-4662a-3p	0.00	hsa-mir-4662a	0.00	0	0
hsa-miR-4662b	0.00	hsa-mir-4662b	0.00	0	0
hsa-miR-4663	0.00	hsa-mir-4663	0.00	0	0
hsa-miR-4664-5p	0.00	hsa-mir-4664	0.00	0	0
hsa-miR-4664-3p	0.00	hsa-mir-4664	0.00	0	0
hsa-miR-4665-5p	0.00	hsa-mir-4665	0.00	0	0
hsa-miR-4665-3p	0.00	hsa-mir-4665	0.00	0	0
hsa-miR-4666a-5p	0.00	hsa-mir-4666a	0.00	0	0
hsa-miR-4666a-3p	0.00	hsa-mir-4666a	0.00	0	0
hsa-miR-4666b	0.00	hsa-mir-4666b	0.00	0	0
hsa-miR-4667-5p	0.00	hsa-mir-4667	0.00	0	0
hsa-miR-4667-3p	0.00	hsa-mir-4667	0.00	0	0
hsa-miR-4668-3p	0.00	hsa-mir-4668	0.00	0	0
hsa-miR-4668-5p	0.00	hsa-mir-4668	0.00	0	0
hsa-miR-4669	0.00	hsa-mir-4669	0.00	0	0
hsa-miR-4670-3p	0.00	hsa-mir-4670	0.00	0	0
hsa-miR-4670-5p	0.00	hsa-mir-4670	0.00	0	0
hsa-miR-4671-5p	0.00	hsa-mir-4671	0.00	0	0
hsa-miR-4671-3p	0.00	hsa-mir-4671	0.00	0	0
hsa-miR-4672	0.00	hsa-mir-4672	0.00	0	0
hsa-miR-4673	0.00	hsa-mir-4673	0.00	0	0
hsa-miR-4674	0.00	hsa-mir-4674	0.00	0	0
hsa-miR-4675	0.00	hsa-mir-4675	0.00	0	0
hsa-miR-4676-3p	0.00	hsa-mir-4676	0.00	0	0
hsa-miR-4676-5p	0.00	hsa-mir-4676	0.00	0	0
hsa-miR-4677-3p	0.00	hsa-mir-4677	0.00	0	0
hsa-miR-4677-5p	0.00	hsa-mir-4677	0.00	0	0
hsa-miR-4678	0.00	hsa-mir-4678	0.00	0	0
hsa-miR-4679	0.00	hsa-mir-4679-1	0.00	0	0
hsa-miR-4679	0.00	hsa-mir-4679-2	0.00	0	0
hsa-miR-4680-3p	0.00	hsa-mir-4680	0.00	0	0
hsa-miR-4680-5p	0.00	hsa-mir-4680	0.00	0	0
hsa-miR-4681	0.00	hsa-mir-4681	0.00	0	0
hsa-miR-4682	0.00	hsa-mir-4682	0.00	0	0
hsa-miR-4683	0.00	hsa-mir-4683	0.00	0	0
hsa-miR-4684-5p	0.00	hsa-mir-4684	0.00	0	0
hsa-miR-4684-3p	0.00	hsa-mir-4684	0.00	0	0
hsa-miR-4685-3p	0.00	hsa-mir-4685	0.00	0	0
hsa-miR-4685-5p	0.00	hsa-mir-4685	0.00	0	0
hsa-miR-4686	0.00	hsa-mir-4686	0.00	0	0
hsa-miR-4687-3p	0.00	hsa-mir-4687	0.00	0	0
hsa-miR-4687-5p	0.00	hsa-mir-4687	0.00	0	0
hsa-miR-4688	0.00	hsa-mir-4688	0.00	0	0
hsa-miR-4689	0.00	hsa-mir-4689	0.00	0	0
hsa-miR-4690-3p	0.00	hsa-mir-4690	0.00	0	0
hsa-miR-4690-5p	0.00	hsa-mir-4690	0.00	0	0
hsa-miR-4691-5p	0.00	hsa-mir-4691	0.00	0	0
hsa-miR-4691-3p	0.00	hsa-mir-4691	0.00	0	0
hsa-miR-4692	0.00	hsa-mir-4692	0.00	0	0
hsa-miR-4693-3p	0.00	hsa-mir-4693	0.00	0	0
hsa-miR-4693-5p	0.00	hsa-mir-4693	0.00	0	0
hsa-miR-4694-3p	0.00	hsa-mir-4694	0.00	0	0
hsa-miR-4694-5p	0.00	hsa-mir-4694	0.00	0	0
hsa-miR-4695-5p	0.00	hsa-mir-4695	0.00	0	0
hsa-miR-4695-3p	0.00	hsa-mir-4695	0.00	0	0
hsa-miR-4696	0.00	hsa-mir-4696	0.00	0	0
hsa-miR-4697-5p	0.00	hsa-mir-4697	0.00	0	0
hsa-miR-4697-3p	0.00	hsa-mir-4697	0.00	0	0
hsa-miR-4698	0.00	hsa-mir-4698	0.00	0	0
hsa-miR-4699-3p	0.00	hsa-mir-4699	0.00	0	0
hsa-miR-4699-5p	0.00	hsa-mir-4699	0.00	0	0
hsa-miR-4700-5p	0.00	hsa-mir-4700	0.00	0	0
hsa-miR-4700-3p	0.00	hsa-mir-4700	0.00	0	0
hsa-miR-4701-5p	0.00	hsa-mir-4701	0.00	0	0
hsa-miR-4701-3p	0.00	hsa-mir-4701	0.00	0	0
hsa-miR-4703-3p	0.00	hsa-mir-4703	0.00	0	0
hsa-miR-4703-5p	0.00	hsa-mir-4703	0.00	0	0
hsa-miR-4704-3p	0.00	hsa-mir-4704	0.00	0	0
hsa-miR-4704-5p	0.00	hsa-mir-4704	0.00	0	0
hsa-miR-4705	0.00	hsa-mir-4705	0.00	0	0
hsa-miR-4706	0.00	hsa-mir-4706	0.00	0	0
hsa-miR-4707-5p	0.00	hsa-mir-4707	0.00	0	0
hsa-miR-4707-3p	0.00	hsa-mir-4707	0.00	0	0
hsa-miR-4708-3p	0.00	hsa-mir-4708	0.00	0	0
hsa-miR-4708-5p	0.00	hsa-mir-4708	0.00	0	0
hsa-miR-4709-3p	0.00	hsa-mir-4709	0.00	0	0
hsa-miR-4709-5p	1.00	hsa-mir-4709	1.00	1.00	32.63
hsa-miR-4710	0.00	hsa-mir-4710	0.00	0	0
hsa-miR-4711-3p	0.00	hsa-mir-4711	0.00	0	0
hsa-miR-4711-5p	0.00	hsa-mir-4711	0.00	0	0
hsa-miR-4712-5p	0.00	hsa-mir-4712	0.00	0	0
hsa-miR-4712-3p	0.00	hsa-mir-4712	0.00	0	0
hsa-miR-4713-5p	0.00	hsa-mir-4713	0.00	0	0
hsa-miR-4713-3p	0.00	hsa-mir-4713	0.00	0	0
hsa-miR-4714-5p	0.00	hsa-mir-4714	0.00	0	0
hsa-miR-4714-3p	0.00	hsa-mir-4714	0.00	0	0
hsa-miR-4715-3p	0.00	hsa-mir-4715	0.00	0	0
hsa-miR-4715-5p	0.00	hsa-mir-4715	0.00	0	0
hsa-miR-4716-3p	0.00	hsa-mir-4716	0.00	0	0
hsa-miR-4716-5p	0.00	hsa-mir-4716	0.00	0	0
hsa-miR-4717-5p	0.00	hsa-mir-4717	0.00	0	0
hsa-miR-4717-3p	0.00	hsa-mir-4717	0.00	0	0
hsa-miR-4718	0.00	hsa-mir-4718	0.00	0	0
hsa-miR-4719	0.00	hsa-mir-4719	0.00	0	0
hsa-miR-4720-5p	0.00	hsa-mir-4720	0.00	0	0
hsa-miR-4720-3p	0.00	hsa-mir-4720	0.00	0	0
hsa-miR-4721	0.00	hsa-mir-4721	0.00	0	0
hsa-miR-4722-5p	0.00	hsa-mir-4722	0.00	0	0
hsa-miR-4722-3p	0.00	hsa-mir-4722	0.00	0	0
hsa-miR-4723-3p	0.00	hsa-mir-4723	0.00	0	0
hsa-miR-4723-5p	0.00	hsa-mir-4723	0.00	0	0
hsa-miR-4724-3p	0.00	hsa-mir-4724	0.00	0	0
hsa-miR-4724-5p	0.00	hsa-mir-4724	0.00	0	0
hsa-miR-4725-3p	0.00	hsa-mir-4725	0.00	0	0
hsa-miR-4725-5p	0.00	hsa-mir-4725	0.00	0	0
hsa-miR-4726-5p	0.00	hsa-mir-4726	0.00	0	0
hsa-miR-4726-3p	0.00	hsa-mir-4726	0.00	0	0
hsa-miR-4727-3p	0.00	hsa-mir-4727	0.00	0	0
hsa-miR-4727-5p	0.00	hsa-mir-4727	0.00	0	0
hsa-miR-4728-5p	0.00	hsa-mir-4728	0.00	0	0
hsa-miR-4728-3p	0.00	hsa-mir-4728	0.00	0	0
hsa-miR-4729	0.00	hsa-mir-4729	0.00	0	0
hsa-miR-4730	0.00	hsa-mir-4730	0.00	0	0
hsa-miR-4731-3p	0.00	hsa-mir-4731	0.00	0	0
hsa-miR-4731-5p	0.00	hsa-mir-4731	0.00	0	0
hsa-miR-4732-3p	0.00	hsa-mir-4732	0.00	0	0
hsa-miR-4732-5p	0.00	hsa-mir-4732	0.00	0	0
hsa-miR-4733-5p	0.00	hsa-mir-4733	0.00	0	0
hsa-miR-4733-3p	0.00	hsa-mir-4733	0.00	0	0
hsa-miR-4734	0.00	hsa-mir-4734	0.00	0	0
hsa-miR-4735-5p	0.00	hsa-mir-4735	0.00	0	0
hsa-miR-4735-3p	0.00	hsa-mir-4735	0.00	0	0
hsa-miR-4736	0.00	hsa-mir-4736	0.00	0	0
hsa-miR-4737	0.00	hsa-mir-4737	0.00	0	0
hsa-miR-4738-3p	0.00	hsa-mir-4738	0.00	0	0
hsa-miR-4738-5p	0.00	hsa-mir-4738	0.00	0	0
hsa-miR-4739	0.00	hsa-mir-4739	0.00	0	0
hsa-miR-4740-5p	0.00	hsa-mir-4740	0.00	0	0
hsa-miR-4740-3p	0.00	hsa-mir-4740	0.00	0	0
hsa-miR-4741	0.00	hsa-mir-4741	0.00	0	0
hsa-miR-4742-5p	0.00	hsa-mir-4742	0.00	0	0
hsa-miR-4742-3p	0.00	hsa-mir-4742	0.00	0	0
hsa-miR-4743-3p	0.00	hsa-mir-4743	0.00	0	0
hsa-miR-4743-5p	0.00	hsa-mir-4743	0.00	0	0
hsa-miR-4744	0.00	hsa-mir-4744	0.00	0	0
hsa-miR-4745-5p	0.00	hsa-mir-4745	0.00	0	0
hsa-miR-4745-3p	0.00	hsa-mir-4745	0.00	0	0
hsa-miR-4746-3p	0.00	hsa-mir-4746	0.00	0	0
hsa-miR-4746-5p	0.00	hsa-mir-4746	0.00	0	0
hsa-miR-4747-5p	0.00	hsa-mir-4747	0.00	0	0
hsa-miR-4747-3p	0.00	hsa-mir-4747	0.00	0	0
hsa-miR-4748	0.00	hsa-mir-4748	0.00	0	0
hsa-miR-4749-5p	0.00	hsa-mir-4749	0.00	0	0
hsa-miR-4749-3p	0.00	hsa-mir-4749	0.00	0	0
hsa-miR-4750-5p	0.00	hsa-mir-4750	0.00	0	0
hsa-miR-4750-3p	0.00	hsa-mir-4750	0.00	0	0
hsa-miR-4751	0.00	hsa-mir-4751	0.00	0	0
hsa-miR-4752	0.00	hsa-mir-4752	0.00	0	0
hsa-miR-4753-3p	0.00	hsa-mir-4753	0.00	0	0
hsa-miR-4753-5p	0.00	hsa-mir-4753	0.00	0	0
hsa-miR-4754	0.00	hsa-mir-4754	0.00	0	0
hsa-miR-4755-5p	0.00	hsa-mir-4755	0.00	0	0
hsa-miR-4755-3p	0.00	hsa-mir-4755	0.00	0	0
hsa-miR-4756-3p	0.00	hsa-mir-4756	0.00	0	0
hsa-miR-4756-5p	0.00	hsa-mir-4756	0.00	0	0
hsa-miR-4757-3p	0.00	hsa-mir-4757	0.00	0	0
hsa-miR-4757-5p	0.00	hsa-mir-4757	0.00	0	0
hsa-miR-4758-5p	0.00	hsa-mir-4758	0.00	0	0
hsa-miR-4758-3p	0.00	hsa-mir-4758	0.00	0	0
hsa-miR-4759	0.00	hsa-mir-4759	0.00	0	0
hsa-miR-4760-5p	0.00	hsa-mir-4760	0.00	0	0
hsa-miR-4760-3p	0.00	hsa-mir-4760	0.00	0	0
hsa-miR-4761-5p	0.00	hsa-mir-4761	0.00	0	0
hsa-miR-4761-3p	0.00	hsa-mir-4761	0.00	0	0
hsa-miR-4762-5p	0.00	hsa-mir-4762	0.00	0	0
hsa-miR-4762-3p	0.00	hsa-mir-4762	0.00	0	0
hsa-miR-4763-5p	0.00	hsa-mir-4763	0.00	0	0
hsa-miR-4763-3p	0.00	hsa-mir-4763	0.00	0	0
hsa-miR-4764-5p	0.00	hsa-mir-4764	0.00	0	0
hsa-miR-4764-3p	0.00	hsa-mir-4764	0.00	0	0
hsa-miR-4765	0.00	hsa-mir-4765	0.00	0	0
hsa-miR-4766-5p	0.00	hsa-mir-4766	0.00	0	0
hsa-miR-4766-3p	0.00	hsa-mir-4766	0.00	0	0
hsa-miR-4767	0.00	hsa-mir-4767	0.00	0	0
hsa-miR-4768-5p	0.00	hsa-mir-4768	0.00	0	0
hsa-miR-4768-3p	0.00	hsa-mir-4768	0.00	0	0
hsa-miR-4769-5p	0.00	hsa-mir-4769	0.00	0	0
hsa-miR-4769-3p	0.00	hsa-mir-4769	0.00	0	0
hsa-miR-4770	0.00	hsa-mir-4770	0.00	0	0
hsa-miR-4771	0.00	hsa-mir-4771-1	0.00	0	0
hsa-miR-4771	0.00	hsa-mir-4771-2	0.00	0	0
hsa-miR-4772-3p	0.00	hsa-mir-4772	0.00	0	0
hsa-miR-4772-5p	0.00	hsa-mir-4772	0.00	0	0
hsa-miR-4773	0.00	hsa-mir-4773-1	0.00	0	0
hsa-miR-4773	0.00	hsa-mir-4773-2	0.00	0	0
hsa-miR-4774-3p	0.00	hsa-mir-4774	0.00	0	0
hsa-miR-4774-5p	0.00	hsa-mir-4774	0.00	0	0
hsa-miR-4775	0.00	hsa-mir-4775	0.00	0	0
hsa-miR-4776-3p	0.00	hsa-mir-4776-1	0.00	0	0
hsa-miR-4776-5p	0.00	hsa-mir-4776-1	0.00	0	0
hsa-miR-4776-3p	0.00	hsa-mir-4776-2	0.00	0	0
hsa-miR-4776-5p	0.00	hsa-mir-4776-2	0.00	0	0
hsa-miR-4777-5p	0.00	hsa-mir-4777	0.00	0	0
hsa-miR-4777-3p	0.00	hsa-mir-4777	0.00	0	0
hsa-miR-4778-3p	0.00	hsa-mir-4778	0.00	0	0
hsa-miR-4778-5p	0.00	hsa-mir-4778	0.00	0	0
hsa-miR-4779	0.00	hsa-mir-4779	0.00	0	0
hsa-miR-4780	0.00	hsa-mir-4780	0.00	0	0
hsa-miR-4781-5p	0.00	hsa-mir-4781	0.00	0	0
hsa-miR-4781-3p	0.00	hsa-mir-4781	0.00	0	0
hsa-miR-4782-3p	0.00	hsa-mir-4782	0.00	0	0
hsa-miR-4782-5p	0.00	hsa-mir-4782	0.00	0	0
hsa-miR-4783-3p	0.00	hsa-mir-4783	0.00	0	0
hsa-miR-4783-5p	0.00	hsa-mir-4783	0.00	0	0
hsa-miR-4784	0.00	hsa-mir-4784	0.00	0	0
hsa-miR-4785	0.00	hsa-mir-4785	0.00	0	0
hsa-miR-4786-5p	0.00	hsa-mir-4786	0.00	0	0
hsa-miR-4786-3p	0.00	hsa-mir-4786	0.00	0	0
hsa-miR-4787-3p	0.00	hsa-mir-4787	0.00	0	0
hsa-miR-4787-5p	0.00	hsa-mir-4787	0.00	0	0
hsa-miR-4788	0.00	hsa-mir-4788	0.00	0	0
hsa-miR-4789-5p	0.00	hsa-mir-4789	0.00	0	0
hsa-miR-4789-3p	0.00	hsa-mir-4789	0.00	0	0
hsa-miR-4790-5p	0.00	hsa-mir-4790	0.00	0	0
